all_order_id,all_order_type,custLkp,all_datetime,all_store,all_tender_amt,all_card_method,scanandgo_order_id,scanandgo_datetime,scanandgo_store,scanandgo_tender_amt,scanandgo_card_method
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,5a42e5d0-2fe8-401a-ad5a-56109d8bc290,2025-02-11T18:16:05-06:00,5516,1.9199999570846558,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,5a42e5d0-2fe8-401a-ad5a-56109d8bc290,2025-02-11T18:16:05-06:00,5516,1.9199999570846558,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,77b5d095-811e-477f-ab37-ab9a5447d034,2025-02-11T18:16:38-06:00,5516,4.360000133514404,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,d5b10250-2682-4ff3-9264-6bbfc77015a6,2025-02-11T19:21:38-06:00,5516,153.5800018310547,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,a6185afb-941d-4988-bdaa-83d20a4cfa38,2025-02-11T23:12:28-06:00,5516,82.51000213623047,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,a6185afb-941d-4988-bdaa-83d20a4cfa38,2025-02-11T23:12:28-06:00,5516,82.51000213623047,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,d90ff739-93a0-4ea3-bd9a-50b89036a55e,2025-02-11T23:12:53-06:00,5516,5.599999904632568,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,bd2411e6-7c01-4f94-9844-ba6498eccb05,2025-02-11T23:13:17-06:00,5516,32.779998779296875,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,95be802c-a038-454c-8962-9678d1b6e54c,2025-02-11T21:45:08-06:00,5516,115.80000305175781,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,8d114d72-c6fe-4d3a-b241-1ee34336c18b,2025-02-11T23:13:36-06:00,5516,2.1600000858306885,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,327eb8f2-fbf2-47ea-90fd-74701ff6d3f7,2025-02-11T23:16:38-06:00,5516,65.75,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,1d5f2e3e-ecda-4541-bf6f-f56b50c9e8aa,2025-02-11T17:49:43-06:00,5516,63.75,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,d24d0e0d-763d-4678-96e8-de2dd628da25,2025-02-11T17:50:24-06:00,5516,68.97000122070312,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,c74d09aa-7b40-4ac2-891e-e61ce4bf02bc,2025-02-11T18:08:12-06:00,5516,68.97000122070312,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,b40eda39-cddd-4187-a4fe-05e65a84150b,2025-02-11T18:08:37-06:00,5516,21.040000915527344,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,b40eda39-cddd-4187-a4fe-05e65a84150b,2025-02-11T18:08:37-06:00,5516,21.040000915527344,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,f035837d-0f8a-40da-bd4d-9a00c5778d6a,2025-02-11T18:09:24-06:00,5516,57.310001373291016,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,f035837d-0f8a-40da-bd4d-9a00c5778d6a,2025-02-11T18:09:24-06:00,5516,57.310001373291016,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,0e92ec69-efc3-4127-8183-b7a40794c398,2025-02-11T19:15:06-06:00,5516,2.0,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,0e92ec69-efc3-4127-8183-b7a40794c398,2025-02-11T19:15:06-06:00,5516,63.75,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,b7f7c29c-5f37-4f06-b04a-4ef089671905,2025-02-11T23:15:29-06:00,5516,57.310001373291016,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,b7f7c29c-5f37-4f06-b04a-4ef089671905,2025-02-11T23:15:29-06:00,5516,57.310001373291016,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,87a775fc-4b55-4bd6-b391-fab68924f1c5,2025-02-11T18:10:09-06:00,5516,66.80999755859375,SCAN_AND_GO
350488cb-df2b-4b0c-979c-ed861e534d96,sales_order,AC80EB19D076853BFE1DEDF428614126209534034019,2023-09-26T16:25:43-05:00,5582,20.0,STORED,a246ad16-68cb-45a6-a20f-6290d82e2b28,2025-02-11T18:17:07-06:00,5516,68.97000122070312,SCAN_AND_GO
